customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
3715,5,1,0,30,0,12,21.39,0
1184,6,2,0,34,0,4,240.77,1
1116,3,1,0,18,0,12,9.37,0
169,1,1,0,49,0,10,60.68,1
2369,4,2,0,18,0,12,31.9,0
1249,3,1,0,12,0,10,369.29,1
676,2,1,0,28,0,5,818.88,1
24,4,2,0,49,0,10,215.55,1
2745,1,1,0,26,0,13,7134.39,1
2713,2,1,0,18,0,12,27.34,0
3507,2,1,0,40,0,13,315.58,1
231,2,1,0,34,0,4,29.0,1
3956,3,1,0,18,0,12,14.35,0
1415,3,1,0,45,0,3,8.91,0
533,2,2,0,18,0,12,15.76,0
2745,1,1,0,49,0,10,485.23,1
3918,3,1,0,25,0,6,733.91,1
1923,2,2,0,23,0,4,194.16,0
1811,4,1,0,37,0,2,181.55,1
2391,5,2,0,18,0,12,28.93,0
3035,2,1,0,3,0,8,271.5,1
3588,2,1,0,30,0,12,1.94,0
398,2,2,0,39,0,4,148.13,0
3541,2,2,0,34,0,4,809.9,1
2132,3,1,0,42,0,11,615.84,1
2205,2,1,0,18,0,12,21.71,0
98,2,1,0,43,0,7,52.95,1
1816,1,2,0,34,0,4,278.99,1
2237,4,2,0,30,0,12,0.36,0
2187,2,1,0,43,0,7,127.2,1
2609,3,1,0,30,0,12,27.39,0
2952,5,1,0,11,0,2,7.09,0
3926,4,1,0,43,0,7,227.19,1
585,2,1,0,18,0,12,71.88,0
3037,3,1,0,18,0,12,25.77,0
2337,2,1,0,18,0,12,22.32,0
166,2,1,0,21,0,6,759.04,1
394,4,2,0,28,0,5,887.06,1
740,1,1,0,12,0,10,798.29,1
3510,4,1,0,25,0,6,856.02,1
1838,4,1,0,49,0,10,178.83,1
3203,6,2,0,16,0,14,336.38,1
1418,2,1,0,40,0,13,3283.45,1
973,5,2,0,18,0,12,44.53,0
731,2,1,0,49,0,10,198.97,1
837,1,1,0,9,0,0,134.63,1
1641,2,2,0,18,0,12,17.79,0
146,3,1,0,34,0,4,261.64,1
615,5,1,0,34,0,4,299.16,1
2334,2,1,0,34,0,4,143.1,1
3303,2,2,0,2,0,14,11.9,1
2473,2,2,0,40,0,13,2592.8,1
1628,6,2,0,43,0,7,281.67,1
3139,3,1,0,49,0,10,590.04,1
1249,3,1,0,40,0,13,304.95,1
1753,3,1,0,30,0,12,27.04,0
3710,5,1,0,18,0,12,14.11,0
2540,3,2,0,30,0,12,12.87,0
3274,5,1,0,34,0,4,339.91,1
422,5,2,0,3,0,8,333.77,1
2432,2,2,0,34,0,4,632.89,1
256,4,1,0,43,0,7,18.53,0
2295,2,2,0,49,0,10,157.02,1
3124,1,1,0,30,0,12,22.85,0
3808,4,1,0,18,0,12,9.45,0
3611,2,2,0,18,0,12,16.05,0
928,2,1,0,18,0,12,60.69,0
2930,2,2,0,18,0,12,6.69,0
479,2,1,0,30,0,12,25.03,0
274,6,1,0,18,0,12,36.98,0
2063,3,1,0,22,0,9,58.71,0
3790,4,2,0,40,0,13,4792.07,1
772,6,2,0,34,0,4,933.41,1
3738,4,1,0,40,0,13,872.2,1
1420,2,1,0,42,0,11,114.23,1
4087,3,2,0,3,0,8,448.47,1
1686,2,1,0,12,0,10,560.47,1
3308,4,1,0,49,0,10,165.59,1
2479,1,2,0,30,0,12,29.56,0
3085,3,2,0,30,0,12,45.0,0
1120,2,1,0,18,0,12,31.85,0
2476,2,1,0,30,0,12,5.64,0
3685,2,1,0,25,0,6,101.71,1
3162,2,2,0,3,0,8,217.55,1
3564,2,2,0,30,0,12,4.26,0
3940,2,2,0,43,0,7,126.27,1
3186,6,1,0,30,0,12,66.29,0
3885,1,2,0,34,0,4,459.46,1
2730,6,2,0,18,0,12,1.66,0
3035,2,1,0,40,0,13,3525.98,1
2184,1,1,0,30,0,12,15.43,0
615,5,1,0,32,0,8,395.67,1
3934,1,2,0,49,0,10,59.43,1
2981,5,1,0,49,0,10,504.39,1
3731,3,1,0,30,0,12,23.42,0
2462,5,1,0,15,0,10,134.66,0
3968,3,2,0,9,0,0,197.14,1
3073,2,1,0,30,0,12,9.24,0
801,4,2,0,30,0,12,21.96,0
3065,2,1,0,34,0,4,187.95,1
4074,2,1,0,18,0,12,14.76,0
1524,4,1,0,34,0,4,100.85,1
1106,4,1,0,18,0,12,61.41,0
275,2,1,0,30,0,12,3.09,0
1249,3,1,0,34,0,4,321.84,1
133,3,2,0,30,0,12,45.08,0
3502,3,2,0,45,0,3,76.06,0
2475,3,2,0,18,0,12,20.11,0
1325,6,2,0,18,0,12,49.49,0
3141,2,1,0,18,0,12,52.66,0
3467,2,2,0,22,0,9,628.61,1
3376,1,1,0,18,0,12,52.83,0
3497,2,1,0,30,0,12,13.45,0
331,3,2,0,15,0,10,925.66,1
2402,2,1,0,21,0,6,518.76,1
769,5,1,0,3,0,8,350.34,1
1189,2,1,0,30,0,12,6.36,0
100,3,2,0,27,0,14,381.39,1
2356,6,2,0,30,0,12,27.06,0
1915,3,2,0,30,0,12,19.48,0
2558,3,1,0,18,0,12,41.57,0
1230,4,1,0,49,0,10,112.34,1
1279,3,2,0,15,0,10,181.49,0
3370,3,2,0,40,0,13,1914.56,1
3749,3,2,0,49,0,10,600.44,1
1925,3,2,0,27,0,14,41.01,0
192,4,2,0,18,0,12,19.04,0
406,2,1,0,9,0,0,5.3,0
3497,2,1,0,18,0,12,48.87,0
3970,2,2,0,18,0,12,41.68,0
1092,2,2,0,27,0,14,61.61,1
1259,2,2,0,18,0,12,15.51,0
3599,1,2,0,40,0,13,5772.54,1
3291,2,1,0,22,0,9,41.99,1
1296,4,1,0,18,0,12,5.37,0
1402,3,2,0,25,0,6,970.79,1
3268,3,2,0,34,0,4,846.72,1
86,4,2,0,30,0,12,46.28,0
3002,2,1,0,49,0,10,1.03,1
769,5,1,0,14,0,10,455.14,1
2957,3,2,0,30,0,12,59.48,0
2265,3,1,0,49,0,10,62.4,1
2402,2,1,0,28,0,5,499.19,1
817,2,2,0,30,0,12,66.51,0
4020,1,1,0,45,0,3,71.85,0
1582,3,1,0,49,0,10,104.4,1
1956,5,1,0,18,0,12,18.89,0
1902,1,2,0,18,0,12,44.71,0
2428,2,1,0,34,0,4,615.22,1
1510,3,1,0,18,0,12,19.33,0
3359,2,2,0,49,0,10,410.79,1
2325,6,2,0,18,0,12,54.98,0
3380,6,1,0,43,0,7,233.94,1
769,5,1,0,34,0,4,48.73,1
3926,4,1,0,46,0,5,109.79,1
1005,4,2,0,49,0,10,224.49,1
3593,2,2,0,30,0,12,44.4,0
3095,5,2,0,18,0,12,36.58,0
1677,2,2,0,9,0,0,335.35,1
3296,4,2,0,49,0,10,382.54,1
3590,5,2,0,34,0,4,77.19,1
3773,4,1,0,18,0,12,25.77,0
4053,2,1,0,45,0,3,42.44,0
2239,4,2,0,18,0,12,38.37,0
769,5,1,0,25,0,6,195.42,1
1821,2,1,0,32,0,8,355.82,1
2689,3,1,0,30,0,12,24.08,0
2971,3,1,0,18,0,12,10.59,0
1203,4,1,0,30,0,12,28.12,0
2892,2,1,0,34,0,4,150.22,1
3365,3,1,0,49,0,10,544.6,1
2233,3,1,0,18,0,12,76.69,0
1344,2,1,0,45,0,3,10.16,0
1294,2,1,0,21,0,6,127.55,1
1123,3,1,0,30,0,12,24.64,0
2981,5,1,0,30,0,12,60.43,0
3779,5,2,0,31,0,2,125.82,0
3973,2,1,0,34,0,4,886.7,1
1887,1,2,0,18,0,12,8.87,0
3749,3,2,0,34,0,4,290.69,1
2940,2,1,0,43,0,7,172.97,1
3697,3,1,0,49,0,10,238.15,1
1313,1,2,0,18,0,12,50.37,0
1402,3,2,0,34,0,4,1113.07,1
3660,3,2,0,34,0,4,81.58,1
1966,3,2,0,18,0,12,59.86,0
1190,4,1,0,42,0,11,431.13,1
2715,5,2,0,18,0,12,56.11,0
2473,2,2,0,34,0,4,787.19,1
915,1,2,0,49,0,10,154.79,1
1838,4,1,0,49,0,10,388.51,1
1294,2,1,0,49,0,10,161.13,1
3979,3,2,0,18,0,12,32.0,0
1131,4,2,0,18,0,12,15.85,0
671,2,1,0,0,0,4,69.48,0
3867,1,1,0,23,0,4,189.12,0
2480,4,2,0,30,0,12,31.59,0
2816,1,1,0,40,0,13,6129.63,1
1838,4,1,0,34,0,4,425.72,1
1295,1,1,0,32,0,8,254.56,1
2548,4,2,0,18,0,12,43.08,0
2202,2,1,0,49,0,10,252.5,1
3444,4,1,0,34,0,4,416.41,1
4026,3,2,0,34,0,4,744.56,1
2597,2,1,0,31,0,2,29.8,0
638,4,2,0,18,0,12,8.34,0
2464,2,2,0,30,0,12,18.37,0
66,3,2,0,30,0,12,13.45,0
3200,4,1,0,30,0,12,6.67,0
2743,2,1,0,30,0,12,24.32,0
3035,2,1,0,34,0,4,943.79,1
2549,6,1,0,30,0,12,24.01,0
1175,4,1,0,31,0,2,14.38,0
1111,3,1,0,34,0,4,89.42,1
869,2,2,0,18,0,12,28.1,0
1846,2,1,0,27,0,14,45.42,0
3340,4,1,0,34,0,4,254.87,1
3546,2,1,0,30,0,12,23.49,0
2813,1,2,0,18,0,12,13.5,0
347,5,2,0,18,0,12,61.46,0
485,3,2,0,43,0,7,283.31,1
3737,5,2,0,18,0,12,13.32,0
465,4,2,0,49,0,10,539.54,1
1281,4,2,0,30,0,12,19.74,0
739,3,1,0,49,0,10,25.54,1
2651,2,2,0,40,0,13,3922.14,1
740,1,1,0,34,0,4,275.18,1
548,2,2,0,14,0,10,369.85,1
200,3,1,0,18,0,12,31.15,0
2027,2,2,0,9,0,0,139.65,1
2074,3,2,0,18,0,12,11.97,0
3685,2,1,0,42,0,11,397.2,1
2991,4,2,0,18,0,12,20.57,0
3572,3,1,0,16,0,14,157.1,1
2466,3,1,0,30,0,12,30.4,0
3862,2,1,0,34,0,4,472.11,1
1258,2,1,0,14,0,10,9.61,1
3083,1,1,0,18,0,12,23.14,0
3536,6,2,0,25,0,6,279.91,1
7,4,2,0,18,0,12,59.94,0
3064,2,1,0,18,0,12,10.79,0
1840,2,2,0,12,0,10,276.72,1
1567,4,2,0,45,0,3,2.26,0
2745,1,1,0,40,0,13,181.0,1
4013,3,2,0,30,0,12,17.93,0
2456,5,2,0,34,0,4,370.44,1
3685,2,1,0,9,0,0,57.08,1
1506,6,1,0,18,0,12,11.01,0
3975,1,1,0,49,0,10,547.22,1
1008,2,2,0,18,0,12,20.63,0
2581,4,2,0,46,0,5,527.29,1
1838,4,1,0,34,0,4,343.4,1
3324,3,2,0,34,0,4,78.49,1
1661,2,2,0,30,0,12,6.53,0
2253,2,1,0,18,0,12,13.65,0
663,2,2,0,34,0,4,12.21,1
3771,2,1,0,10,0,14,606.71,1
3567,2,1,0,49,0,10,969.66,1
2414,6,1,0,18,0,12,23.45,0
1478,2,1,0,40,0,13,3007.98,1
2195,5,1,0,18,0,12,31.38,0
3008,2,2,0,18,0,12,1.27,0
1824,3,1,0,43,0,7,215.21,1
2634,2,1,0,34,0,4,494.2,1
3790,4,2,0,34,0,4,344.67,1
2525,4,2,0,30,0,12,42.83,0
1776,4,1,0,40,0,13,4191.83,1
1014,3,1,0,40,0,13,682.86,1
525,3,2,0,15,0,10,192.04,1
615,5,1,0,22,0,9,136.7,1
2767,6,2,0,18,0,12,11.15,0
3137,2,2,0,40,0,13,1039.79,1
969,4,1,0,49,0,10,660.8,1
3747,3,2,0,49,0,10,168.85,1
1117,3,1,0,18,0,12,3.16,0
1924,1,2,0,18,0,12,8.44,0
690,2,2,0,30,0,12,19.03,0
3813,3,1,0,18,0,12,57.63,0
3989,2,2,0,4,0,1,22.17,0
3059,1,1,0,36,0,4,67.34,0
3291,2,1,0,34,0,4,1181.69,1
1582,3,1,0,42,0,11,546.62,1
2402,2,1,0,34,0,4,227.43,1
2402,2,1,0,49,0,10,288.04,1
3478,4,1,0,18,0,12,1.53,0
2816,1,1,0,49,0,10,195.91,1
2132,3,1,0,34,0,4,223.01,1
3203,6,2,0,43,0,7,323.23,1
3336,3,2,0,30,0,12,34.15,0
3629,2,1,0,30,0,12,63.24,0
4074,2,1,0,30,0,12,14.75,0
663,2,2,0,21,0,6,247.45,1
2951,4,1,0,30,0,12,17.4,0
2585,2,1,0,27,0,14,7.99,1
2816,1,1,0,34,0,4,492.15,1
2334,2,1,0,34,0,4,319.7,1
3291,2,1,0,37,0,2,454.99,1
2497,1,2,0,12,0,10,291.62,1
3697,3,1,0,49,0,10,626.27,1
1644,2,1,0,18,0,12,10.37,0
450,2,1,0,49,0,10,760.03,1
2715,5,2,0,18,0,12,7.31,0
2346,4,1,0,11,0,2,85.22,0
1811,4,1,0,34,0,4,337.3,1
1720,3,1,0,25,0,6,534.82,1
1005,4,2,0,40,0,13,2657.35,1
1594,4,1,0,43,0,7,239.2,1
3393,4,1,0,15,0,10,595.42,1
1402,3,2,0,49,0,10,452.72,1
56,2,2,0,30,0,12,16.02,0
2804,6,1,0,32,0,8,253.12,1
2892,2,1,0,34,0,4,560.67,1
3685,2,1,0,49,0,10,190.47,1
1452,2,2,0,34,0,4,557.4,1
1538,4,1,0,46,0,5,441.56,1
1997,2,2,0,49,0,10,709.28,1
1580,5,2,0,12,0,10,668.46,1
1838,4,1,0,49,0,10,106.4,1
2013,4,2,0,32,0,8,298.89,1
739,3,1,0,49,0,10,108.07,1
1228,2,1,0,49,0,10,555.52,1
465,4,2,0,18,0,12,27.67,0
2431,5,1,0,34,0,4,64.01,1
2706,2,2,0,30,0,12,5.05,0
850,3,1,0,30,0,12,4.8,0
1031,5,1,0,30,0,12,27.11,0
44,2,1,0,45,0,3,57.53,0
3897,5,1,0,15,0,10,862.53,1
2796,2,2,0,34,0,4,500.71,1
3926,4,1,0,49,0,10,707.91,1
2058,2,1,0,34,0,4,716.17,1
1365,3,2,0,18,0,12,1.22,0
3577,4,2,0,18,0,12,39.9,0
2296,2,1,0,27,0,14,26.81,1
1014,3,1,0,32,0,8,290.17,1
638,4,2,0,18,0,12,3.73,0
1934,3,2,0,18,0,12,46.27,0
1606,5,2,0,45,0,3,54.2,0
3625,3,2,0,30,0,12,5.44,0
904,2,2,0,0,0,4,201.08,0
1888,2,2,0,10,0,14,189.58,1
3302,2,1,0,18,0,12,43.42,0
2283,1,2,0,18,0,12,62.03,0
1023,2,2,0,18,0,12,69.22,0
1770,3,1,0,49,0,10,829.21,1
3676,2,1,0,18,0,12,54.44,0
3324,3,2,0,22,0,9,375.36,1
607,1,2,0,18,0,12,36.39,0
1935,4,1,0,18,0,12,19.91,0
2167,4,2,0,2,0,14,196.0,1
2122,3,1,0,34,0,4,237.64,1
1791,1,1,0,40,0,13,4743.67,1
644,4,1,0,18,0,12,22.27,0
2465,1,1,0,34,0,4,1286.23,1
2167,4,2,0,21,0,6,882.15,1
3111,2,1,0,49,0,10,195.4,1
2375,2,2,0,49,0,10,78.3,1
1446,2,2,0,18,0,12,30.77,0
3990,2,1,0,18,0,12,44.59,0
996,6,1,0,32,0,8,158.75,1
803,4,2,0,49,0,10,853.54,1
1075,2,1,0,18,0,12,18.33,0
2075,2,2,0,18,0,12,10.94,0
1141,6,2,0,30,0,12,35.78,0
3047,6,1,0,18,0,12,22.7,0
1183,2,1,0,30,0,12,1.82,0
4058,2,1,0,40,0,13,2014.62,1
2612,2,1,0,18,0,12,9.56,0
3026,5,2,0,18,0,12,9.96,0
2197,1,2,0,49,0,10,378.48,1
1555,1,2,0,18,0,12,52.27,0
3685,2,1,0,34,0,4,1008.02,1
3361,2,2,0,18,0,12,35.08,0
2556,6,2,0,30,0,12,27.94,0
1571,6,1,0,18,0,12,32.21,0
1484,4,1,0,18,0,12,11.74,0
1072,1,1,0,18,0,12,35.84,0
1539,1,1,0,30,0,12,8.55,0
119,3,1,0,34,0,4,306.48,1
1655,2,1,0,30,0,12,55.64,0
3408,5,1,0,30,0,12,42.21,0
2982,5,1,0,25,0,6,300.97,1
197,2,1,0,30,0,12,7.78,0
3514,2,1,0,18,0,12,11.25,0
2167,4,2,0,12,0,10,453.47,1
1793,4,2,0,18,0,12,38.98,0
3025,5,1,0,18,0,12,35.41,0
3231,2,1,0,34,0,4,842.95,1
394,4,2,0,46,0,5,1042.91,1
749,2,2,0,15,0,10,157.21,1
1724,4,1,0,34,0,4,663.53,1
476,2,1,0,49,0,10,191.86,1
769,5,1,0,34,0,4,72.6,1
744,6,2,0,34,0,4,194.49,1
2473,2,2,0,32,0,8,318.03,1
2061,1,1,0,18,0,12,19.66,0
3685,2,1,0,25,0,6,565.59,1
3207,3,1,0,2,0,14,322.85,1
3068,6,2,0,30,0,12,22.66,0
2827,4,1,0,30,0,12,40.18,0
2061,1,1,0,18,0,12,10.43,0
2499,5,1,0,30,0,12,27.92,0
3989,2,2,0,18,0,12,20.03,0
3721,3,1,0,40,0,13,4613.5,1
2334,2,1,0,3,0,8,349.85,1
2402,2,1,0,49,0,10,300.22,1
969,4,1,0,18,0,12,39.96,0
2334,2,1,0,40,0,13,4357.94,1
46,4,2,0,14,0,10,559.85,1
772,6,2,0,30,0,12,37.06,0
3332,5,1,0,18,0,12,25.26,0
4037,1,1,0,22,0,9,194.43,1
3926,4,1,0,40,0,13,2128.9,1
739,3,1,0,34,0,4,586.21,1
3251,2,2,0,49,0,10,76.67,1
2712,3,1,0,18,0,12,29.9,0
158,4,2,0,18,0,12,6.8,0
1012,3,2,0,18,0,12,51.13,0
647,2,1,0,30,0,12,2.69,0
861,3,2,0,34,0,4,741.99,1
1097,3,1,0,18,0,12,13.89,0
4065,3,2,0,18,0,12,45.07,0
1962,6,2,0,49,0,10,153.47,1
1439,2,2,0,49,0,10,179.14,1
3395,5,1,0,18,0,12,33.92,0
1917,4,1,0,34,0,4,487.12,1
3965,3,1,0,18,0,12,49.04,0
3287,2,1,0,40,0,13,1403.14,1
3688,2,2,0,18,0,12,46.22,0
2584,3,1,0,34,0,4,105.3,1
3335,2,1,0,34,0,4,388.18,1
2624,1,1,0,36,0,4,164.38,1
615,5,1,0,34,0,4,149.15,1
2306,2,2,0,18,0,12,34.34,0
3762,2,1,0,12,0,10,254.51,1
2686,4,1,0,18,0,12,49.87,0
2962,2,2,0,43,0,7,19.96,1
673,6,2,0,34,0,4,345.44,1
2921,2,2,0,49,0,10,71.55,1
1334,1,2,0,30,0,12,36.13,0
3723,2,1,0,18,0,12,58.55,0
1463,4,2,0,18,0,12,51.82,0
1447,6,1,0,18,0,12,54.51,0
674,4,2,0,18,0,12,8.69,0
394,4,2,0,34,0,4,858.85,1
436,3,1,0,18,0,12,7.33,0
2334,2,1,0,40,0,13,4458.66,1
553,2,1,0,43,0,7,85.87,1
2218,2,2,0,18,0,12,10.94,0
1402,3,2,0,34,0,4,222.41,1
2496,1,2,0,18,0,12,12.15,0
465,4,2,0,34,0,4,499.18,1
606,5,1,0,30,0,12,41.26,0
2279,3,2,0,25,0,6,132.99,1
1973,2,1,0,42,0,11,35.35,0
1174,2,2,0,18,0,12,12.09,0
2929,1,2,0,18,0,12,39.26,0
605,4,1,0,40,0,13,2872.24,1
516,3,1,0,49,0,10,635.1,1
1732,2,2,0,45,0,3,53.64,0
642,4,2,0,18,0,12,29.99,0
2651,2,2,0,49,0,10,32.12,1
1262,4,2,0,25,0,6,336.25,1
706,2,1,0,18,0,12,41.41,0
3260,2,1,0,49,0,10,123.87,1
2935,1,2,0,30,0,12,45.36,0
232,1,1,0,32,0,8,137.86,1
340,5,1,0,40,0,13,735.39,1
1376,3,2,0,21,0,6,524.21,1
2667,3,2,0,18,0,12,40.55,0
2187,2,1,0,2,0,14,621.4,1
615,5,1,0,14,0,10,845.44,1
3199,3,2,0,45,0,3,30.21,0
3602,3,1,0,25,0,6,426.65,1
1889,2,1,0,18,0,12,47.36,0
1506,6,1,0,34,0,4,285.4,1
1100,5,2,0,30,0,12,4.01,0
2307,5,1,0,34,0,4,631.31,1
3073,2,1,0,28,0,5,865.05,1
4006,3,2,0,18,0,12,31.16,0
1856,1,1,0,34,0,4,295.18,1
1044,1,1,0,31,0,2,11.21,0
2825,1,1,0,30,0,12,17.41,0
121,2,1,0,30,0,12,12.01,0
2352,2,1,0,18,0,12,20.49,0
1521,5,1,0,18,0,12,61.34,0
3510,4,1,0,18,0,12,46.36,0
1332,1,1,0,27,0,14,43.74,0
2492,5,1,0,30,0,12,1.69,0
1085,5,1,0,49,0,10,53.99,1
2955,3,2,0,40,0,13,825.13,1
2603,5,1,0,12,0,10,122.67,1
3529,4,1,0,43,0,7,33.44,1
638,4,2,0,43,0,7,118.26,1
712,2,1,0,34,0,4,114.09,1
1478,2,1,0,43,0,7,303.88,1
1953,2,1,0,30,0,12,10.79,0
686,4,1,0,18,0,12,76.18,0
1098,2,1,0,18,0,12,27.26,0
1909,3,1,0,34,0,4,510.36,1
1838,4,1,0,2,0,14,23.79,1
1453,4,2,0,40,0,13,825.66,1
3973,2,1,0,49,0,10,426.7,1
3162,2,2,0,34,0,4,297.09,1
1742,2,2,0,34,0,4,36.5,1
1627,3,1,0,30,0,12,8.7,0
3137,2,2,0,30,0,12,16.25,0
3847,2,1,0,30,0,12,22.88,0
2569,5,2,0,30,0,12,31.22,0
3843,4,2,0,45,0,3,9.03,0
3917,1,1,0,18,0,12,43.62,0
681,3,1,0,18,0,12,20.57,0
2804,6,1,0,34,0,4,661.19,1
2336,5,1,0,32,0,8,213.62,1
1337,4,2,0,10,0,14,49.29,1
854,5,2,0,18,0,12,40.17,0
933,0,1,0,14,0,10,598.81,1
3517,1,1,0,34,0,4,992.03,1
3107,2,2,0,49,0,10,406.56,1
3301,3,1,0,22,0,9,41.48,1
59,3,2,0,30,0,12,13.26,0
1402,3,2,0,34,0,4,140.07,1
3381,5,2,0,30,0,12,4.05,0
1905,2,1,0,49,0,10,193.68,1
687,4,1,0,49,0,10,901.32,1
1298,2,1,0,36,0,4,119.88,1
2539,6,2,0,49,0,10,241.29,1
3115,6,1,0,18,0,12,30.01,0
3194,4,1,0,18,0,12,31.38,0
1111,3,1,0,32,0,8,444.56,1
1996,2,1,0,30,0,12,8.29,0
2454,5,2,0,18,0,12,14.37,0
3378,3,1,0,49,0,10,171.17,1
2068,2,2,0,18,0,12,39.79,0
169,1,1,0,18,0,12,38.42,0
501,2,1,0,49,0,10,113.83,1
1273,5,2,0,30,0,12,26.78,0
2714,2,1,0,18,0,12,20.02,0
1402,3,2,0,49,0,10,268.55,1
1838,4,1,0,27,0,14,101.05,1
2364,2,1,0,49,0,10,136.52,1
1492,4,2,0,34,0,4,223.27,1
2364,2,1,0,0,0,4,115.39,0
2395,2,1,0,30,0,12,28.29,0
290,3,2,0,34,0,4,1017.54,1
2138,4,2,0,13,0,13,1283.09,0
347,5,2,0,18,0,12,32.6,0
1320,1,1,0,2,0,14,304.56,1
3308,4,1,0,27,0,14,157.01,1
3743,5,1,0,18,0,12,84.98,0
728,3,1,0,43,0,7,9.96,1
3657,6,2,0,6,0,6,951.26,1
1268,5,2,0,30,0,12,65.39,0
10,1,2,0,18,0,12,10.92,0
2151,2,1,0,30,0,12,51.03,0
3134,3,1,0,18,0,12,33.66,0
2634,2,1,0,49,0,10,98.65,1
615,5,1,0,32,0,8,271.1,1
2012,2,2,0,46,0,5,210.86,1
3505,2,1,0,30,0,12,20.86,0
530,2,1,0,30,0,12,20.45,0
2646,1,1,0,30,0,12,19.89,0
1304,3,1,0,30,0,12,8.17,0
3308,4,1,0,49,0,10,354.21,1
1086,4,2,0,30,0,12,30.28,0
3335,2,1,0,3,0,8,197.35,1
1616,3,1,0,30,0,12,59.57,0
3308,4,1,0,40,0,13,2757.95,1
2132,3,1,0,34,0,4,402.29,1
2801,4,1,0,49,0,10,233.25,1
2524,2,1,0,18,0,12,41.93,0
2808,2,2,0,18,0,12,5.38,0
1850,4,1,0,30,0,12,4.7,0
3396,1,1,0,30,0,12,18.31,0
1250,3,1,0,34,0,4,881.09,1
2535,2,2,0,40,0,13,3672.38,1
913,2,2,0,30,0,12,34.84,0
3305,2,1,0,32,0,8,389.82,1
2344,2,1,0,18,0,12,13.87,0
3975,1,1,0,10,0,14,295.52,1
3549,2,1,0,18,0,12,26.91,0
3035,2,1,0,49,0,10,287.39,1
3585,5,2,0,30,0,12,50.12,0
707,3,2,0,18,0,12,41.01,0
290,3,2,0,45,0,3,10.49,0
3162,2,2,0,49,0,10,42.83,1
1639,3,1,0,18,0,12,4.05,0
2473,2,2,0,49,0,10,295.48,1
1838,4,1,0,49,0,10,624.9,1
308,3,1,0,14,0,10,378.43,1
2168,4,1,0,49,0,10,361.28,1
2341,2,2,0,49,0,10,344.54,1
668,2,2,0,18,0,12,10.28,0
3950,3,1,0,18,0,12,39.25,0
513,3,1,0,27,0,14,281.69,1
1745,5,2,0,45,0,3,34.83,0
2792,4,2,0,44,0,6,876.97,1
534,3,1,0,14,0,10,685.68,1
1186,2,2,0,18,0,12,28.71,0
3022,3,2,0,18,0,12,7.55,0
1337,4,2,0,43,0,7,263.92,1
2265,3,1,0,15,0,10,238.82,1
3194,4,1,0,18,0,12,61.49,0
3764,2,1,0,15,0,10,282.35,1
1197,3,2,0,49,0,10,525.64,1
1718,4,2,0,10,0,14,212.61,1
1418,2,1,0,49,0,10,346.67,1
3760,3,1,0,2,0,14,136.18,1
3663,4,1,0,40,0,13,209.29,1
3380,6,1,0,35,0,13,4221.57,1
195,2,1,0,30,0,12,29.78,0
2892,2,1,0,46,0,5,266.28,1
1784,3,2,0,37,0,2,136.42,1
3685,2,1,0,49,0,10,243.96,1
1996,2,1,0,30,0,12,27.96,0
1867,2,1,0,25,0,6,782.66,1
1834,3,2,0,34,0,4,567.87,1
1902,1,2,0,14,0,10,230.1,1
2347,2,1,0,37,0,2,359.04,1
772,6,2,0,22,0,9,514.84,1
3039,3,1,0,30,0,12,21.23,0
2796,2,2,0,15,0,10,105.71,1
1628,6,2,0,30,0,12,37.16,0
2465,1,1,0,34,0,4,83.69,1
3161,3,1,0,28,0,5,138.35,1
3036,5,2,0,34,0,4,477.94,1
1560,4,1,0,18,0,12,14.49,0
3477,2,2,0,24,0,14,181.77,0
621,2,1,0,43,0,7,203.8,1
1238,3,1,0,32,0,8,363.48,1
2522,3,1,0,32,0,8,282.93,1
153,3,1,0,18,0,12,36.79,0
2132,3,1,0,44,0,6,510.73,1
1761,4,2,0,45,0,3,76.87,0
2891,2,1,0,18,0,12,7.56,0
3661,5,2,0,18,0,12,11.53,0
2182,2,2,0,49,0,10,697.61,1
3529,4,1,0,18,0,12,34.99,0
1901,4,1,0,18,0,12,15.96,0
1249,3,1,0,34,0,4,331.55,1
247,3,1,0,40,0,13,1771.06,1
2901,5,1,0,40,0,13,4775.72,1
3308,4,1,0,49,0,10,81.98,1
3345,2,1,0,30,0,12,29.18,0
730,2,1,0,18,0,12,15.39,0
562,3,2,0,34,0,4,486.66,1
404,2,1,0,41,0,14,19.37,1
2221,4,1,0,30,0,12,21.66,0
3843,4,2,0,18,0,12,64.51,0
2424,4,1,0,18,0,12,53.2,0
3397,3,2,0,30,0,12,15.19,0
2816,1,1,0,22,0,9,316.17,1
585,2,1,0,18,0,12,23.46,0
1402,3,2,0,18,0,12,23.64,0
2918,4,1,0,43,0,7,131.73,1
728,3,1,0,30,0,12,61.57,0
1418,2,1,0,15,0,10,143.68,1
2595,2,1,0,43,0,7,198.49,1
2132,3,1,0,41,0,14,321.73,1
938,5,2,0,18,0,12,17.51,0
1782,2,1,0,34,0,4,12.15,1
3347,4,1,0,30,0,12,23.38,0
817,2,2,0,18,0,12,19.24,0
740,1,1,0,43,0,7,79.8,1
4026,3,2,0,44,0,6,217.67,1
954,2,1,0,18,0,12,36.16,0
394,4,2,0,37,0,2,144.85,1
2331,4,2,0,10,0,14,6.31,1
3950,3,1,0,30,0,12,17.28,0
